"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"GRBM_GUI_ACTIVE",168117.000000,4810596385259,4810596387865
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"OccupancyPercent",4.216355,4810596385259,4810596387865
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"MemUnitStalled",0.00000000e+00,4810596385259,4810596387865
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"SQ_BUSY_CYCLES",129611.000000,4810596385259,4810596387865
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"SQ_WAVES",3200.000000,4810596385259,4810596387865
14,14,"Agent 2",2,74164,74164,204800,19,"void (anonymous namespace)::cascaded_decompression_kernel_type_check<8, unsigned long, 128, 4096>(int, void const* const*, unsigned long const*, void* const*, unsigned long const*, unsigned long*, arctoStatus_t*)",128,11776,0,80,0,112,"VALUUtilization",100.000000,4810596385259,4810596387865
15,15,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"GRBM_GUI_ACTIVE",263161.000000,4810596547623,4810596549989
15,15,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"OccupancyPercent",1.01391630e-02,4810596547623,4810596549989
15,15,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"MemUnitStalled",1.23660495e-02,4810596547623,4810596549989
15,15,"Agent 2",1,74164,74164,1024,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_BUSY_CYCLES",5003.000000,4810596547623,4810596549989
